Unnamed: 0,Sector,CourseName,Duration,TopicName,URL
5234,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,140hrs 12min,Introduction to Surveying | Lec 1 | Surveying | GATE CE Exam | Kshitij Sir,https://www.youtube.com/watch?v=NFESMeh_gU4
5255,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Area and Volume | Lec 22 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=Nqd7534MNeg
5256,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Trigonometrical Surveying | Lec 23 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=TLeRFjS12zk
5257,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Trigonometrical Surveying | Lec 23 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=TLeRFjS12zk
5258,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Tacheometry Surveying | Lec 24 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=7U8Lv3_ashI
5259,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Distance Measurement with Tachometer | Lec 25 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=RjJJt2AT81E
5260,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Curves  | Lec 26 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=V0R63-kDHEQ
5261,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Plane Table Surveying | Lec 26 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=G0BnhxUB4jI
5262,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Methods of Plane Table Surveying  | Lec 27 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=tXHgS280xzw
5263,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Curves  | Lec 28 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=bDWvvTLo7l4
5264,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Errors and Accuracy | Lec 29 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=797YzQajZYE
5265,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Laws of Weight | Lec 30 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=dMW0C2z7lq0
5266,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Aerial Surveying | Lec 31 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=gg1WAunCWuk
5267,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Photogrammetry Surveying | Lec 32 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=lfNtlINuSU4
5268,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Scale of Photograph  | Lec 33 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=mCTpyBOGLfE
5269,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Scale of Photograph-Numericals | Lec 34 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=Pi4GibghK_Q
5270,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Computation of length of line  | Lec 35 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=D1ebDH7TGEo
5271,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Relief Displacement | Lec 36 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=2LBA5N9ULPs
5272,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Flight Planning | Lec 37 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=ptVPQIk6uAE
5273,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Number of Photographs Numericals  | Lec 37 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=73hAeCRK0qc
5274,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,Remote sensing | Lec 39 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=wAFslIDzygo
5275,Civil Engineering,Surveying | GATE Civil Exam | Kshitij Sir,,GIS and GPSa  | Lec 40 | Surveying | GATE Civil Exam | Kshitij Sir,https://www.youtube.com/watch?v=KTXDlBAFVYU
